country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,year
United States,US,2023-08-27,Films,3,The Monkey King,,2,2023
United States,US,2023-08-27,Films,4,Heart of Stone,,3,2023
United States,US,2023-08-27,Films,5,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,,1,2023
United States,US,2023-08-27,Films,6,Despicable Me 2,,16,2023
United States,US,2023-08-27,Films,7,Brotherly Love,,1,2023
United States,US,2023-08-27,Films,8,Despicable Me,,10,2023
United States,US,2023-08-27,Films,9,The Big Short,,1,2023
United States,US,2023-08-27,Films,10,The Boss Baby,,10,2023
United States,US,2023-08-27,TV,1,Untold: Swamp Kings,Untold: Swamp Kings: Season 1,1,2023
United States,US,2023-08-27,TV,2,Who is Erin Carter?,Who is Erin Carter?: Limited Series,1,2023
United States,US,2023-08-27,TV,3,DEPP V HEARD,DEPP V HEARD: Limited Series,2,2023
United States,US,2023-08-27,TV,4,Painkiller,Painkiller: Limited Series,3,2023
United States,US,2023-08-27,TV,5,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 2,1,2023
United States,US,2023-08-27,TV,6,The Chosen One,The Chosen One: Season 1,2,2023
United States,US,2023-08-27,TV,7,Ragnarok,Ragnarok: Season 3,1,2023
United States,US,2023-08-27,TV,8,The Upshaws,The Upshaws: Part 4,2,2023
United States,US,2023-08-27,TV,9,Ballers,Ballers: Season 1,2,2023
United States,US,2023-08-27,TV,10,Suits,Suits: Season 1,10,2023
United States,US,2023-08-20,Films,1,Heart of Stone,,2,2023
United States,US,2023-08-20,Films,2,The Pope's Exorcist,,1,2023
United States,US,2023-08-20,Films,3,Despicable Me 2,,15,2023
United States,US,2023-08-20,Films,4,The Monkey King,,1,2023
United States,US,2023-08-20,Films,5,Untold: Johnny Football,,2,2023
United States,US,2023-08-20,Films,6,Despicable Me,,9,2023
United States,US,2023-08-20,Films,7,Untold: Hall of Shame,,1,2023
United States,US,2023-08-20,Films,8,River Wild,,3,2023
United States,US,2023-08-20,Films,9,Bee Movie,,2,2023
United States,US,2023-08-20,Films,10,Safe,,2,2023
United States,US,2023-08-20,TV,1,DEPP V HEARD,DEPP V HEARD: Limited Series,1,2023
United States,US,2023-08-20,TV,2,Painkiller,Painkiller: Limited Series,2,2023
United States,US,2023-08-20,TV,3,Ballers,Ballers: Season 1,1,2023
United States,US,2023-08-20,TV,4,The Upshaws,The Upshaws: Part 4,1,2023
United States,US,2023-08-20,TV,5,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,7,2023
United States,US,2023-08-20,TV,6,Suits,Suits: Season 1,9,2023
United States,US,2023-08-20,TV,7,The Chosen One,The Chosen One: Season 1,1,2023
United States,US,2023-08-20,TV,8,Ballers,Ballers: Season 2,1,2023
United States,US,2023-08-20,TV,9,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,2,2023
United States,US,2023-08-20,TV,10,Suits,Suits: Season 2,9,2023
United States,US,2023-08-13,Films,1,Heart of Stone,,1,2023
United States,US,2023-08-13,Films,2,Untold: Johnny Football,,1,2023
United States,US,2023-08-13,Films,3,Despicable Me 2,,14,2023
United States,US,2023-08-13,Films,4,Fatale,,2,2023
United States,US,2023-08-13,Films,5,River Wild,,2,2023
United States,US,2023-08-13,Films,6,The Fast and the Furious,,1,2023
United States,US,2023-08-13,Films,7,Safe,,1,2023
United States,US,2023-08-13,Films,8,Despicable Me,,8,2023
United States,US,2023-08-13,Films,9,Bee Movie,,1,2023
United States,US,2023-08-13,Films,10,Non-Stop,,2,2023
United States,US,2023-08-13,TV,1,Painkiller,Painkiller: Limited Series,1,2023
United States,US,2023-08-13,TV,2,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,6,2023
United States,US,2023-08-13,TV,3,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,1,2023
United States,US,2023-08-13,TV,4,Suits,Suits: Season 1,8,2023
United States,US,2023-08-13,TV,5,Sweet Magnolias,Sweet Magnolias: Season 3,4,2023
United States,US,2023-08-13,TV,6,Suits,Suits: Season 2,8,2023
United States,US,2023-08-13,TV,7,Fisk,Fisk: Season 1,1,2023
United States,US,2023-08-13,TV,8,Suits,Suits: Season 3,6,2023
United States,US,2023-08-13,TV,9,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,8,2023
United States,US,2023-08-13,TV,10,Heartstopper,Heartstopper: Season 2,2,2023
United States,US,2023-08-06,Films,1,Hidden Strike,,2,2023
United States,US,2023-08-06,Films,2,Happiness for Beginners,,2,2023
United States,US,2023-08-06,Films,3,Fatale,,1,2023
United States,US,2023-08-06,Films,4,"Miraculous: Ladybug & Cat Noir, The Movie",,2,2023
United States,US,2023-08-06,Films,5,River Wild,,1,2023
United States,US,2023-08-06,Films,6,Poisoned: The Dirty Truth About Your Food,,1,2023
United States,US,2023-08-06,Films,7,Puss in Boots: The Last Wish,,4,2023
United States,US,2023-08-06,Films,8,Paradise,,1,2023
United States,US,2023-08-06,Films,9,Fast Five,,1,2023
United States,US,2023-08-06,Films,10,Non-Stop,,1,2023
United States,US,2023-08-06,TV,1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,5,2023
United States,US,2023-08-06,TV,2,Sweet Magnolias,Sweet Magnolias: Season 3,3,2023
United States,US,2023-08-06,TV,3,The Witcher,The Witcher: Season 3,6,2023
United States,US,2023-08-06,TV,4,Heartstopper,Heartstopper: Season 2,1,2023
United States,US,2023-08-06,TV,5,A Perfect Story,A Perfect Story: Limited Series,1,2023
United States,US,2023-08-06,TV,6,Suits,Suits: Season 1,7,2023
United States,US,2023-08-06,TV,7,Suits,Suits: Season 2,7,2023
United States,US,2023-08-06,TV,8,How to Become a Cult Leader,How to Become a Cult Leader: Season 1,1,2023
United States,US,2023-08-06,TV,9,Suits,Suits: Season 3,5,2023
United States,US,2023-08-06,TV,10,Suits,Suits: Season 4,2,2023
United States,US,2023-07-30,Films,1,They Cloned Tyrone,,2,2023
United States,US,2023-07-30,Films,2,Hidden Strike,,1,2023
United States,US,2023-07-30,Films,3,Happiness for Beginners,,1,2023
United States,US,2023-07-30,Films,4,Puss in Boots: The Last Wish,,3,2023
United States,US,2023-07-30,Films,5,"Miraculous: Ladybug & Cat Noir, The Movie",,1,2023
United States,US,2023-07-30,Films,6,Missing: The Lucie Blackman Case,,1,2023
United States,US,2023-07-30,Films,7,Ride Along,,2,2023
United States,US,2023-07-30,Films,8,The Out-Laws,,4,2023
United States,US,2023-07-30,Films,9,Unknown: Cosmic Time Machine,,1,2023
United States,US,2023-07-30,Films,10,The Boss Baby,,9,2023
United States,US,2023-07-30,TV,1,Sweet Magnolias,Sweet Magnolias: Season 3,2,2023
United States,US,2023-07-30,TV,2,The Witcher,The Witcher: Season 3,5,2023
United States,US,2023-07-30,TV,3,Mark Normand: Soup to Nuts,,1,2023
United States,US,2023-07-30,TV,4,Quarterback,Quarterback: Season 1,3,2023
United States,US,2023-07-30,TV,5,Baki Hanma,Baki Hanma: Season 2,1,2023
United States,US,2023-07-30,TV,6,Suits,Suits: Season 1,6,2023
United States,US,2023-07-30,TV,7,Suits,Suits: Season 2,6,2023
United States,US,2023-07-30,TV,8,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,4,2023
United States,US,2023-07-30,TV,9,Too Hot to Handle,Too Hot to Handle: Season 5,2,2023
United States,US,2023-07-30,TV,10,Suits,Suits: Season 3,4,2023
United States,US,2023-07-23,Films,1,Puss in Boots: The Last Wish,,2,2023
United States,US,2023-07-23,Films,2,Ride Along,,1,2023
United States,US,2023-07-23,Films,3,They Cloned Tyrone,,1,2023
United States,US,2023-07-23,Films,4,Bird Box Barcelona,,2,2023
United States,US,2023-07-23,Films,5,The Out-Laws,,3,2023
United States,US,2023-07-23,Films,6,Unknown: Cave of Bones,,1,2023
United States,US,2023-07-23,Films,7,Captain Underpants: The First Epic Movie,,2,2023
United States,US,2023-07-23,Films,8,65,,3,2023
United States,US,2023-07-23,Films,9,The Boss Baby,,8,2023
United States,US,2023-07-23,Films,10,The Deepest Breath,,1,2023
United States,US,2023-07-23,TV,1,Sweet Magnolias,Sweet Magnolias: Season 3,1,2023
United States,US,2023-07-23,TV,2,Quarterback,Quarterback: Season 1,2,2023
United States,US,2023-07-23,TV,3,Suits,Suits: Season 1,5,2023
United States,US,2023-07-23,TV,4,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,3,2023
United States,US,2023-07-23,TV,5,Survival of the Thickest,Survival of the Thickest: Season 1,2,2023
United States,US,2023-07-23,TV,6,Suits,Suits: Season 2,5,2023
United States,US,2023-07-23,TV,7,Too Hot to Handle,Too Hot to Handle: Season 5,1,2023
United States,US,2023-07-23,TV,8,Suits,Suits: Season 3,3,2023
United States,US,2023-07-23,TV,9,The Witcher,The Witcher: Season 3,4,2023
United States,US,2023-07-23,TV,10,Suits,Suits: Season 4,1,2023
United States,US,2023-07-16,Films,1,The Out-Laws,,2,2023
United States,US,2023-07-16,Films,2,65,,2,2023
United States,US,2023-07-16,Films,3,Puss in Boots: The Last Wish,,1,2023
United States,US,2023-07-16,Films,4,Bird Box Barcelona,,1,2023
United States,US,2023-07-16,Films,5,The Tutor,,1,2023
United States,US,2023-07-16,Films,6,Captain Underpants: The First Epic Movie,,1,2023
United States,US,2023-07-16,Films,7,Titanic,,8,2023
United States,US,2023-07-16,Films,8,Nimona,,2,2023
United States,US,2023-07-16,Films,9,The Boss Baby,,7,2023
United States,US,2023-07-16,Films,10,Rush Hour,,2,2023
United States,US,2023-07-16,TV,1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,2,2023
United States,US,2023-07-16,TV,2,Quarterback,Quarterback: Season 1,1,2023
United States,US,2023-07-16,TV,3,Suits,Suits: Season 1,4,2023
United States,US,2023-07-16,TV,4,Tom Segura: Sledgehammer,,2,2023
United States,US,2023-07-16,TV,5,Survival of the Thickest,Survival of the Thickest: Season 1,1,2023
United States,US,2023-07-16,TV,6,The Witcher,The Witcher: Season 3,3,2023
United States,US,2023-07-16,TV,7,Suits,Suits: Season 2,4,2023
United States,US,2023-07-16,TV,8,Is It Cake?,"Is It Cake?: Is It Cake, Too?",3,2023
United States,US,2023-07-16,TV,9,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,7,2023
United States,US,2023-07-16,TV,10,Hack My Home,Hack My Home: Season 1,1,2023
United States,US,2023-07-09,Films,1,The Out-Laws,,1,2023
United States,US,2023-07-09,Films,2,65,,1,2023
United States,US,2023-07-09,Films,3,White House Down,,1,2023
United States,US,2023-07-09,Films,4,Run Rabbit Run,,2,2023
United States,US,2023-07-09,Films,5,Titanic,,7,2023
United States,US,2023-07-09,Films,6,Nimona,,1,2023
United States,US,2023-07-09,Films,7,Annihilation,,1,2023
United States,US,2023-07-09,Films,8,Extraction 2,,4,2023
United States,US,2023-07-09,Films,9,The Huntsman: Winter's War,,1,2023
United States,US,2023-07-09,Films,10,Bridesmaids,,1,2023
United States,US,2023-07-09,TV,1,Tom Segura: Sledgehammer,,1,2023
United States,US,2023-07-09,TV,2,The Witcher,The Witcher: Season 3,2,2023
United States,US,2023-07-09,TV,3,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,1,2023
United States,US,2023-07-09,TV,4,Suits,Suits: Season 1,3,2023
United States,US,2023-07-09,TV,5,Is It Cake?,"Is It Cake?: Is It Cake, Too?",2,2023
United States,US,2023-07-09,TV,6,Suits,Suits: Season 2,3,2023
United States,US,2023-07-09,TV,7,Suits,Suits: Season 3,2,2023
United States,US,2023-07-09,TV,8,Muscles & Mayhem: An Unauthorized Story of American Gladiators,Muscles & Mayhem: An Unauthorized Story of American Gladiators: Limited Series,2,2023
United States,US,2023-07-09,TV,9,Black Mirror,Black Mirror: Season 6,4,2023
United States,US,2023-07-09,TV,10,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,6,2023
United States,US,2023-07-02,Films,1,Extraction 2,,3,2023
United States,US,2023-07-02,Films,2,Run Rabbit Run,,1,2023
United States,US,2023-07-02,Films,3,The Perfect Find,,2,2023
United States,US,2023-07-02,Films,4,Take Care of Maya,,2,2023
United States,US,2023-07-02,Films,5,The Boss Baby,,6,2023
United States,US,2023-07-02,Films,6,The Mule,,3,2023
United States,US,2023-07-02,Films,7,Minions: The Rise of Gru,,10,2023
United States,US,2023-07-02,Films,8,Extraction,,3,2023
United States,US,2023-07-02,Films,9,Sing 2,,32,2023
United States,US,2023-07-02,Films,10,Make Me Believe,,1,2023
United States,US,2023-07-02,TV,1,The Witcher,The Witcher: Season 3,1,2023
United States,US,2023-07-02,TV,2,Suits,Suits: Season 1,2,2023
United States,US,2023-07-02,TV,3,Catching Killers,Catching Killers: Season 3,2,2023
United States,US,2023-07-02,TV,4,Muscles & Mayhem: An Unauthorized Story of American Gladiators,Muscles & Mayhem: An Unauthorized Story of American Gladiators: Limited Series,1,2023
United States,US,2023-07-02,TV,5,Black Mirror,Black Mirror: Season 6,3,2023
United States,US,2023-07-02,TV,6,Suits,Suits: Season 2,2,2023
United States,US,2023-07-02,TV,7,Suits,Suits: Season 3,1,2023
United States,US,2023-07-02,TV,8,Our Planet,Our Planet: II,3,2023
United States,US,2023-07-02,TV,9,Glamorous,Glamorous: Season 1,1,2023
United States,US,2023-07-02,TV,10,Is It Cake?,"Is It Cake?: Is It Cake, Too?",1,2023
United States,US,2023-06-25,Films,1,Extraction 2,,2,2023
United States,US,2023-06-25,Films,2,The Mule,,2,2023
United States,US,2023-06-25,Films,3,Take Care of Maya,,1,2023
United States,US,2023-06-25,Films,4,Extraction,,2,2023
United States,US,2023-06-25,Films,5,The Perfect Find,,1,2023
United States,US,2023-06-25,Films,6,The Boss Baby,,5,2023
United States,US,2023-06-25,Films,7,47 Ronin,,1,2023
United States,US,2023-06-25,Films,8,Accepted,,1,2023
United States,US,2023-06-25,Films,9,Unbroken,,1,2023
United States,US,2023-06-25,Films,10,Through My Window 2: Across the Sea,,1,2023
United States,US,2023-06-25,TV,1,Black Mirror,Black Mirror: Season 6,2,2023
United States,US,2023-06-25,TV,2,85 South: Ghetto Legends,,1,2023
United States,US,2023-06-25,TV,3,Suits,Suits: Season 1,1,2023
United States,US,2023-06-25,TV,4,Catching Killers,Catching Killers: Season 3,1,2023
United States,US,2023-06-25,TV,5,Never Have I Ever,Never Have I Ever: Season 4,3,2023
United States,US,2023-06-25,TV,6,Our Planet,Our Planet: II,2,2023
United States,US,2023-06-25,TV,7,The Surrogacy,The Surrogacy: Season 1,2,2023
United States,US,2023-06-25,TV,8,Suits,Suits: Season 2,1,2023
United States,US,2023-06-25,TV,9,Sleeping Dog,Sleeping Dog: Limited Series,1,2023
United States,US,2023-06-25,TV,10,CoComelon,CoComelon: Season 8,1,2023
United States,US,2023-06-18,Films,1,Extraction 2,,1,2023
United States,US,2023-06-18,Films,2,The Boss Baby,,4,2023
United States,US,2023-06-18,Films,3,The Angry Birds Movie,,2,2023
United States,US,2023-06-18,Films,4,Extraction,,1,2023
United States,US,2023-06-18,Films,5,Mean Girls,,5,2023
United States,US,2023-06-18,Films,6,The Mule,,1,2023
United States,US,2023-06-18,Films,7,We're the Millers,,3,2023
United States,US,2023-06-18,Films,8,Zookeeper,,2,2023
United States,US,2023-06-18,Films,9,Forever My Girl,,2,2023
United States,US,2023-06-18,Films,10,Black Clover: Sword of the Wizard King,,1,2023
United States,US,2023-06-18,TV,1,Black Mirror,Black Mirror: Season 6,1,2023
United States,US,2023-06-18,TV,2,Never Have I Ever,Never Have I Ever: Season 4,2,2023
United States,US,2023-06-18,TV,3,Arnold,Arnold: Limited Series,2,2023
United States,US,2023-06-18,TV,4,Amy Schumer: Emergency Contact,,1,2023
United States,US,2023-06-18,TV,5,Our Planet,Our Planet: II,1,2023
United States,US,2023-06-18,TV,6,Tex Mex Motors,Tex Mex Motors: Season 1,1,2023
United States,US,2023-06-18,TV,7,FUBAR,FUBAR: Season 1,4,2023
United States,US,2023-06-18,TV,8,Bloodhounds,Bloodhounds: Season 1,1,2023
United States,US,2023-06-18,TV,9,The Surrogacy,The Surrogacy: Season 1,1,2023
United States,US,2023-06-18,TV,10,Tom and Jerry Tales,Tom and Jerry Tales: Season 2,1,2023
United States,US,2023-06-11,Films,1,The Boss Baby,,3,2023
United States,US,2023-06-11,Films,2,We're the Millers,,2,2023
United States,US,2023-06-11,Films,3,The Angry Birds Movie,,1,2023
United States,US,2023-06-11,Films,4,The Choice,,2,2023
United States,US,2023-06-11,Films,5,Zookeeper,,1,2023
United States,US,2023-06-11,Films,6,Mean Girls,,4,2023
United States,US,2023-06-11,Films,7,Forever My Girl,,1,2023
United States,US,2023-06-11,Films,8,Funny People,,1,2023
United States,US,2023-06-11,Films,9,The Kingdom,,1,2023
United States,US,2023-06-11,Films,10,To Leslie,,2,2023
United States,US,2023-06-11,TV,1,Never Have I Ever,Never Have I Ever: Season 4,1,2023
United States,US,2023-06-11,TV,2,Manifest,Manifest: Season 4,6,2023
United States,US,2023-06-11,TV,3,FUBAR,FUBAR: Season 1,3,2023
United States,US,2023-06-11,TV,4,All American,All American: Season 5,3,2023
United States,US,2023-06-11,TV,5,S.W.A.T.,S.W.A.T.: Season 1,4,2023
United States,US,2023-06-11,TV,6,Fake Profile,Fake Profile: Season 1,2,2023
United States,US,2023-06-11,TV,7,The Ultimatum: Queer Love,The Ultimatum: Queer Love: Season 1,2,2023
United States,US,2023-06-11,TV,8,Arnold,Arnold: Limited Series,1,2023
United States,US,2023-06-11,TV,9,S.W.A.T.,S.W.A.T.: Season 2,3,2023
United States,US,2023-06-11,TV,10,S.W.A.T.,S.W.A.T.: Season 3,1,2023
United States,US,2023-06-04,Films,1,The Boss Baby,,2,2023
United States,US,2023-06-04,Films,2,Missing,,3,2023
United States,US,2023-06-04,Films,3,We're the Millers,,1,2023
United States,US,2023-06-04,Films,4,To Leslie,,1,2023
United States,US,2023-06-04,Films,5,Dirty Grandpa,,2,2023
United States,US,2023-06-04,Films,6,The Mother,,4,2023
United States,US,2023-06-04,Films,7,The Choice,,1,2023
United States,US,2023-06-04,Films,8,A Man Called Otto,,5,2023
United States,US,2023-06-04,Films,9,The Son,,2,2023
United States,US,2023-06-04,Films,10,Blood & Gold,,1,2023
United States,US,2023-06-04,TV,1,FUBAR,FUBAR: Season 1,2,2023
United States,US,2023-06-04,TV,2,All American,All American: Season 5,2,2023
United States,US,2023-06-04,TV,3,S.W.A.T.,S.W.A.T.: Season 1,3,2023
United States,US,2023-06-04,TV,4,Fake Profile,Fake Profile: Season 1,1,2023
United States,US,2023-06-04,TV,5,Manifest,Manifest: Season 4,5,2023
United States,US,2023-06-04,TV,6,S.W.A.T.,S.W.A.T.: Season 2,2,2023
United States,US,2023-06-04,TV,7,La Reina del Sur,La Reina del Sur: Season 3,3,2023
United States,US,2023-06-04,TV,8,Queen Charlotte: A Bridgerton Story,,5,2023
United States,US,2023-06-04,TV,9,The Ultimatum: Queer Love,The Ultimatum: Queer Love: Season 1,1,2023
United States,US,2023-06-04,TV,10,Barbecue Showdown,Barbecue Showdown: Season 2,1,2023
United States,US,2023-05-28,Films,1,Missing,,2,2023
United States,US,2023-05-28,Films,2,The Mother,,3,2023
United States,US,2023-05-28,Films,3,The Son,,1,2023
United States,US,2023-05-28,Films,4,Ted,,2,2023
United States,US,2023-05-28,Films,5,A Man Called Otto,,4,2023
United States,US,2023-05-28,Films,6,The Boss Baby,,1,2023
United States,US,2023-05-28,Films,7,Mother's Day,,1,2023
United States,US,2023-05-28,Films,8,Victim/Suspect,,1,2023
United States,US,2023-05-28,Films,9,Dirty Grandpa,,1,2023
