country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,year
United States,US,2023-05-21,TV,2,"XO, Kitty","XO, Kitty: Season 1",1,2023
United States,US,2023-05-21,TV,3,S.W.A.T.,S.W.A.T.: Season 1,1,2023
United States,US,2023-05-21,TV,4,Selling Sunset,Selling Sunset: Season 6,1,2023
United States,US,2023-05-21,TV,5,Firefly Lane,Firefly Lane: Season 2,9,2023
United States,US,2023-05-21,TV,6,Missing: Dead or Alive?,Missing: Dead or Alive?: Season 1,2,2023
United States,US,2023-05-21,TV,7,Queer Eye,Queer Eye: Season 7,2,2023
United States,US,2023-05-21,TV,8,McGREGOR FOREVER,McGREGOR FOREVER: Limited Series,1,2023
United States,US,2023-05-21,TV,9,La Reina del Sur,La Reina del Sur: Season 3,1,2023
United States,US,2023-05-21,TV,10,Muted,Muted: Limited Series,1,2023
United States,US,2023-05-14,Films,1,The Mother,,1,2023
United States,US,2023-05-14,Films,2,A Man Called Otto,,2,2023
United States,US,2023-05-14,Films,3,The Croods,,2,2023
United States,US,2023-05-14,Films,4,Pitch Perfect,,2,2023
United States,US,2023-05-14,Films,5,G.I. Joe: Retaliation,,2,2023
United States,US,2023-05-14,Films,6,¡Que viva México!,,1,2023
United States,US,2023-05-14,Films,7,Heat,,2,2023
United States,US,2023-05-14,Films,8,American Gangster,,3,2023
United States,US,2023-05-14,Films,9,Flight,,2,2023
United States,US,2023-05-14,Films,10,The Dilemma,,2,2023
United States,US,2023-05-14,TV,1,Queen Charlotte: A Bridgerton Story,,2,2023
United States,US,2023-05-14,TV,2,Missing: Dead or Alive?,Missing: Dead or Alive?: Season 1,1,2023
United States,US,2023-05-14,TV,3,Firefly Lane,Firefly Lane: Season 2,8,2023
United States,US,2023-05-14,TV,4,Sweet Tooth,Sweet Tooth: Season 2,3,2023
United States,US,2023-05-14,TV,5,The Diplomat,The Diplomat: Season 1,4,2023
United States,US,2023-05-14,TV,6,The Night Agent,The Night Agent: Season 1,8,2023
United States,US,2023-05-14,TV,7,Bridgerton,Bridgerton: Season 1,5,2023
United States,US,2023-05-14,TV,8,Queen Cleopatra,Queen Cleopatra: Limited Series,1,2023
United States,US,2023-05-14,TV,9,Queer Eye,Queer Eye: Season 7,1,2023
United States,US,2023-05-14,TV,10,Better Call Saul,Better Call Saul: Season 6,4,2023
United States,US,2023-05-07,Films,1,A Man Called Otto,,1,2023
United States,US,2023-05-07,Films,2,Pitch Perfect,,1,2023
United States,US,2023-05-07,Films,3,AKA,,2,2023
United States,US,2023-05-07,Films,4,The Dilemma,,1,2023
United States,US,2023-05-07,Films,5,The Croods,,1,2023
United States,US,2023-05-07,Films,6,Above Suspicion,,1,2023
United States,US,2023-05-07,Films,7,Heat,,1,2023
United States,US,2023-05-07,Films,8,The Glass Castle,,1,2023
United States,US,2023-05-07,Films,9,G.I. Joe: Retaliation,,1,2023
United States,US,2023-05-07,Films,10,Tyler Perry's The Family That Preys,,1,2023
United States,US,2023-05-07,TV,1,Queen Charlotte: A Bridgerton Story,,1,2023
United States,US,2023-05-07,TV,2,Firefly Lane,Firefly Lane: Season 2,7,2023
United States,US,2023-05-07,TV,3,Sweet Tooth,Sweet Tooth: Season 2,2,2023
United States,US,2023-05-07,TV,4,The Diplomat,The Diplomat: Season 1,3,2023
United States,US,2023-05-07,TV,5,The Night Agent,The Night Agent: Season 1,7,2023
United States,US,2023-05-07,TV,6,Better Call Saul,Better Call Saul: Season 6,3,2023
United States,US,2023-05-07,TV,7,BEEF,BEEF: Season 1,5,2023
United States,US,2023-05-07,TV,8,Sweet Tooth,Sweet Tooth: Season 1,2,2023
United States,US,2023-05-07,TV,9,Workin' Moms,Workin' Moms: Season 7,2,2023
United States,US,2023-05-07,TV,10,Firefly Lane,Firefly Lane: Season 1,4,2023
United States,US,2023-04-30,Films,1,Whitney Houston: I Wanna Dance with Somebody,,2,2023
United States,US,2023-04-30,Films,2,AKA,,1,2023
United States,US,2023-04-30,Films,3,A Tourist's Guide to Love,,2,2023
United States,US,2023-04-30,Films,4,Dr. Seuss' The Lorax,,4,2023
United States,US,2023-04-30,Films,5,Sing 2,,30,2023
United States,US,2023-04-30,Films,6,Minions: The Rise of Gru,,9,2023
United States,US,2023-04-30,Films,7,Matilda,,4,2023
United States,US,2023-04-30,Films,8,Shrek Forever After,,8,2023
United States,US,2023-04-30,Films,9,The Last Kingdom: Seven Kings Must Die,,3,2023
United States,US,2023-04-30,Films,10,Murder Mystery 2,,4,2023
United States,US,2023-04-30,TV,1,The Diplomat,The Diplomat: Season 1,2,2023
United States,US,2023-04-30,TV,2,Firefly Lane,Firefly Lane: Season 2,6,2023
United States,US,2023-04-30,TV,3,Sweet Tooth,Sweet Tooth: Season 2,1,2023
United States,US,2023-04-30,TV,4,Better Call Saul,Better Call Saul: Season 6,2,2023
United States,US,2023-04-30,TV,5,The Night Agent,The Night Agent: Season 1,6,2023
United States,US,2023-04-30,TV,6,BEEF,BEEF: Season 1,4,2023
United States,US,2023-04-30,TV,7,Workin' Moms,Workin' Moms: Season 7,1,2023
United States,US,2023-04-30,TV,8,Love Is Blind,Love Is Blind: Season 4,6,2023
United States,US,2023-04-30,TV,9,Rough Diamonds,Rough Diamonds: Season 1,1,2023
United States,US,2023-04-30,TV,10,The Nurse,The Nurse: Limited Series,1,2023
United States,US,2023-04-23,Films,1,The Snowman,,1,2023
United States,US,2023-04-23,Films,2,Whitney Houston: I Wanna Dance with Somebody,,1,2023
United States,US,2023-04-23,Films,3,The Last Kingdom: Seven Kings Must Die,,2,2023
United States,US,2023-04-23,Films,4,The Mustang,,1,2023
United States,US,2023-04-23,Films,5,Dr. Seuss' The Lorax,,3,2023
United States,US,2023-04-23,Films,6,A Tourist's Guide to Love,,1,2023
United States,US,2023-04-23,Films,7,Matilda,,3,2023
United States,US,2023-04-23,Films,8,The Best Man Holiday,,1,2023
United States,US,2023-04-23,Films,9,Shrek Forever After,,7,2023
United States,US,2023-04-23,Films,10,Sing 2,,29,2023
United States,US,2023-04-23,TV,1,Love Is Blind,Love Is Blind: Season 4,5,2023
United States,US,2023-04-23,TV,2,The Diplomat,The Diplomat: Season 1,1,2023
United States,US,2023-04-23,TV,3,BEEF,BEEF: Season 1,3,2023
United States,US,2023-04-23,TV,4,The Night Agent,The Night Agent: Season 1,5,2023
United States,US,2023-04-23,TV,5,Better Call Saul,Better Call Saul: Season 6,1,2023
United States,US,2023-04-23,TV,6,Florida Man,Florida Man: Limited Series,2,2023
United States,US,2023-04-23,TV,7,All American: Homecoming,All American: Homecoming: Season 2,2,2023
United States,US,2023-04-23,TV,8,American Manhunt: The Boston Marathon Bombing,American Manhunt: The Boston Marathon Bombing: Limited Series,2,2023
United States,US,2023-04-23,TV,9,The Marked Heart,The Marked Heart: Season 2,1,2023
United States,US,2023-04-23,TV,10,How to Get Rich,How to Get Rich: Season 1,1,2023
United States,US,2023-04-16,Films,1,The Last Kingdom: Seven Kings Must Die,,1,2023
United States,US,2023-04-16,Films,2,The Last Stand,,1,2023
United States,US,2023-04-16,Films,3,Chupa,,2,2023
United States,US,2023-04-16,Films,4,Matilda,,2,2023
United States,US,2023-04-16,Films,5,Dr. Seuss' The Lorax,,2,2023
United States,US,2023-04-16,Films,6,Hunger,,1,2023
United States,US,2023-04-16,Films,7,Murder Mystery 2,,3,2023
United States,US,2023-04-16,Films,8,Shrek Forever After,,6,2023
United States,US,2023-04-16,Films,9,Inside Man,,1,2023
United States,US,2023-04-16,Films,10,Shark Tale,,3,2023
United States,US,2023-04-16,TV,1,BEEF,BEEF: Season 1,2,2023
United States,US,2023-04-16,TV,2,The Night Agent,The Night Agent: Season 1,4,2023
United States,US,2023-04-16,TV,3,Love Is Blind,Love Is Blind: Season 4,4,2023
United States,US,2023-04-16,TV,4,American Manhunt: The Boston Marathon Bombing,American Manhunt: The Boston Marathon Bombing: Limited Series,1,2023
United States,US,2023-04-16,TV,5,Florida Man,Florida Man: Limited Series,1,2023
United States,US,2023-04-16,TV,6,All American: Homecoming,All American: Homecoming: Season 2,1,2023
United States,US,2023-04-16,TV,7,Obsession,Obsession: Limited Series,1,2023
United States,US,2023-04-16,TV,8,Hoarders,Hoarders: Season 12,2,2023
United States,US,2023-04-16,TV,9,Hatfields & McCoys,Hatfields & McCoys: Season 1,1,2023
United States,US,2023-04-16,TV,10,Transatlantic,Transatlantic: Limited Series,2,2023
United States,US,2023-04-09,Films,1,Murder Mystery 2,,2,2023
United States,US,2023-04-09,Films,2,The Bourne Legacy,,2,2023
United States,US,2023-04-09,Films,3,Shark Tale,,2,2023
United States,US,2023-04-09,Films,4,Chupa,,1,2023
United States,US,2023-04-09,Films,5,Matilda,,1,2023
United States,US,2023-04-09,Films,6,Over the Hedge,,1,2023
United States,US,2023-04-09,Films,7,Murder Mystery,,2,2023
United States,US,2023-04-09,Films,8,Hotel Transylvania,,1,2023
United States,US,2023-04-09,Films,9,The Thing,,2,2023
United States,US,2023-04-09,Films,10,Dr. Seuss' The Lorax,,1,2023
United States,US,2023-04-09,TV,1,The Night Agent,The Night Agent: Season 1,3,2023
United States,US,2023-04-09,TV,2,Love Is Blind,Love Is Blind: Season 4,3,2023
United States,US,2023-04-09,TV,3,BEEF,BEEF: Season 1,1,2023
United States,US,2023-04-09,TV,4,Unstable,Unstable: Season 1,2,2023
United States,US,2023-04-09,TV,5,Emergency: NYC,Emergency: NYC: Season 1,2,2023
United States,US,2023-04-09,TV,6,Hoarders,Hoarders: Season 12,1,2023
United States,US,2023-04-09,TV,7,Shadow and Bone,Shadow and Bone: Season 2,4,2023
United States,US,2023-04-09,TV,8,Surviving R. Kelly Part III: The Final Chapter,Surviving R. Kelly Part III: The Final Chapter: Season 1,1,2023
United States,US,2023-04-09,TV,9,Transatlantic,Transatlantic: Limited Series,1,2023
United States,US,2023-04-09,TV,10,You,You: Season 4,8,2023
United States,US,2023-04-02,Films,1,Murder Mystery 2,,1,2023
United States,US,2023-04-02,Films,2,I See You,,2,2023
United States,US,2023-04-02,Films,3,Murder Mystery,,1,2023
United States,US,2023-04-02,Films,4,Minions: The Rise of Gru,,8,2023
United States,US,2023-04-02,Films,5,Dragged Across Concrete,,3,2023
United States,US,2023-04-02,Films,6,The Bourne Legacy,,1,2023
United States,US,2023-04-02,Films,7,Diary of a Mad Black Woman,,1,2023
United States,US,2023-04-02,Films,8,Sing 2,,28,2023
United States,US,2023-04-02,Films,9,Shark Tale,,1,2023
United States,US,2023-04-02,Films,10,The Thing,,1,2023
United States,US,2023-04-02,TV,1,The Night Agent,The Night Agent: Season 1,2,2023
United States,US,2023-04-02,TV,2,Love Is Blind,Love Is Blind: Season 4,2,2023
United States,US,2023-04-02,TV,3,Emergency: NYC,Emergency: NYC: Season 1,1,2023
United States,US,2023-04-02,TV,4,Who Were We Running From?,Who Were We Running From?: Limited Series,2,2023
United States,US,2023-04-02,TV,5,Shadow and Bone,Shadow and Bone: Season 2,3,2023
United States,US,2023-04-02,TV,6,Unstable,Unstable: Season 1,1,2023
United States,US,2023-04-02,TV,7,Waco: American Apocalypse,Waco: American Apocalypse: Limited Series,2,2023
United States,US,2023-04-02,TV,8,Unseen,Unseen: Season 1,1,2023
United States,US,2023-04-02,TV,9,You,You: Season 4,7,2023
United States,US,2023-04-02,TV,10,Outer Banks,Outer Banks: Season 3,6,2023
United States,US,2023-03-26,Films,1,I See You,,1,2023
United States,US,2023-03-26,Films,2,Dragged Across Concrete,,2,2023
United States,US,2023-03-26,Films,3,Luther: The Fallen Sun,,3,2023
United States,US,2023-03-26,Films,4,Riddick,,2,2023
United States,US,2023-03-26,Films,5,Minions: The Rise of Gru,,7,2023
United States,US,2023-03-26,Films,6,The Chronicles of Riddick,,1,2023
United States,US,2023-03-26,Films,7,The Magician's Elephant,,1,2023
United States,US,2023-03-26,Films,8,Sing 2,,27,2023
United States,US,2023-03-26,Films,9,The Hunger Games: Catching Fire,,4,2023
United States,US,2023-03-26,Films,10,Pitch Black,,1,2023
United States,US,2023-03-26,TV,1,The Night Agent,The Night Agent: Season 1,1,2023
United States,US,2023-03-26,TV,2,Love Is Blind,Love Is Blind: Season 4,1,2023
United States,US,2023-03-26,TV,3,Shadow and Bone,Shadow and Bone: Season 2,2,2023
United States,US,2023-03-26,TV,4,Waco: American Apocalypse,Waco: American Apocalypse: Limited Series,1,2023
United States,US,2023-03-26,TV,5,You,You: Season 4,6,2023
United States,US,2023-03-26,TV,6,Outer Banks,Outer Banks: Season 3,5,2023
United States,US,2023-03-26,TV,7,Shadow and Bone,Shadow and Bone: Season 1,2,2023
United States,US,2023-03-26,TV,8,The Glory,The Glory: Season 1,3,2023
United States,US,2023-03-26,TV,9,Who Were We Running From?,Who Were We Running From?: Limited Series,1,2023
United States,US,2023-03-26,TV,10,Wednesday,Wednesday: Season 1,13,2023
United States,US,2023-03-19,Films,1,Luther: The Fallen Sun,,2,2023
United States,US,2023-03-19,Films,2,Dragged Across Concrete,,1,2023
United States,US,2023-03-19,Films,3,Money Shot: The Pornhub Story,,1,2023
United States,US,2023-03-19,Films,4,The Hunger Games: Catching Fire,,3,2023
United States,US,2023-03-19,Films,5,Kick-Ass 2,,1,2023
United States,US,2023-03-19,Films,6,The Hunger Games,,3,2023
United States,US,2023-03-19,Films,7,Turbo,,2,2023
United States,US,2023-03-19,Films,8,World War Z,,2,2023
United States,US,2023-03-19,Films,9,Minions: The Rise of Gru,,6,2023
United States,US,2023-03-19,Films,10,Riddick,,1,2023
United States,US,2023-03-19,TV,1,You,You: Season 4,5,2023
United States,US,2023-03-19,TV,2,Shadow and Bone,Shadow and Bone: Season 2,1,2023
United States,US,2023-03-19,TV,3,The Glory,The Glory: Season 1,2,2023
United States,US,2023-03-19,TV,4,Outlast,Outlast: Season 1,1,2023
United States,US,2023-03-19,TV,5,Outer Banks,Outer Banks: Season 3,4,2023
United States,US,2023-03-19,TV,6,MH370: The Plane That Disappeared,MH370: The Plane That Disappeared: Limited Series,2,2023
United States,US,2023-03-19,TV,7,Shadow and Bone,Shadow and Bone: Season 1,1,2023
United States,US,2023-03-19,TV,8,Perfect Match,Perfect Match: Season 1,5,2023
United States,US,2023-03-19,TV,9,Sex/Life,Sex/Life: Season 2,3,2023
United States,US,2023-03-19,TV,10,Wednesday,Wednesday: Season 1,12,2023
United States,US,2023-03-12,Films,1,Luther: The Fallen Sun,,1,2023
United States,US,2023-03-12,Films,2,The Hunger Games,,2,2023
United States,US,2023-03-12,Films,3,The Hunger Games: Catching Fire,,2,2023
United States,US,2023-03-12,Films,4,Turbo,,1,2023
United States,US,2023-03-12,Films,5,This Is Where I Leave You,,2,2023
United States,US,2023-03-12,Films,6,World War Z,,1,2023
United States,US,2023-03-12,Films,7,Burlesque,,1,2023
United States,US,2023-03-12,Films,8,The Hunger Games: Mockingjay - Part 1,,1,2023
United States,US,2023-03-12,Films,9,The Hunger Games: Mockingjay - Part 2,,1,2023
United States,US,2023-03-12,Films,10,Rango,,1,2023
United States,US,2023-03-12,TV,1,You,You: Season 4,4,2023
United States,US,2023-03-12,TV,2,MH370: The Plane That Disappeared,MH370: The Plane That Disappeared: Limited Series,1,2023
United States,US,2023-03-12,TV,3,Outer Banks,Outer Banks: Season 3,3,2023
United States,US,2023-03-12,TV,4,Chris Rock: Selective Outrage,,2,2023
United States,US,2023-03-12,TV,5,Sex/Life,Sex/Life: Season 2,2,2023
United States,US,2023-03-12,TV,6,The Glory,The Glory: Season 1,1,2023
United States,US,2023-03-12,TV,7,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 1,3,2023
United States,US,2023-03-12,TV,8,Perfect Match,Perfect Match: Season 1,4,2023
United States,US,2023-03-12,TV,9,Next in Fashion,Next in Fashion: Season 2,1,2023
United States,US,2023-03-12,TV,10,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 2,2,2023
United States,US,2023-03-05,Films,1,We Have a Ghost,,2,2023
United States,US,2023-03-05,Films,2,R.I.P.D.,,1,2023
United States,US,2023-03-05,Films,3,This Is Where I Leave You,,1,2023
United States,US,2023-03-05,Films,4,The Hangover: Part III,,1,2023
United States,US,2023-03-05,Films,5,The Hunger Games,,1,2023
United States,US,2023-03-05,Films,6,Magic Mike XXL,,1,2023
United States,US,2023-03-05,Films,7,Minions: The Rise of Gru,,5,2023
United States,US,2023-03-05,Films,8,The Strays,,2,2023
United States,US,2023-03-05,Films,9,The Hunger Games: Catching Fire,,1,2023
United States,US,2023-03-05,Films,10,The Hangover: Part II,,1,2023
United States,US,2023-03-05,TV,1,Outer Banks,Outer Banks: Season 3,2,2023
United States,US,2023-03-05,TV,2,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 1,2,2023
United States,US,2023-03-05,TV,3,Perfect Match,Perfect Match: Season 1,3,2023
United States,US,2023-03-05,TV,4,Outer Banks,Outer Banks: Season 1,6,2023
United States,US,2023-03-05,TV,5,Outer Banks,Outer Banks: Season 2,7,2023
United States,US,2023-03-05,TV,6,Sex/Life,Sex/Life: Season 2,1,2023
United States,US,2023-03-05,TV,7,Chris Rock: Selective Outrage,,1,2023
United States,US,2023-03-05,TV,8,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 2,1,2023
United States,US,2023-03-05,TV,9,Triptych,Triptych: Season 1,2,2023
United States,US,2023-03-05,TV,10,Married at First Sight,Married at First Sight: Season 12,1,2023
United States,US,2023-02-26,Films,1,We Have a Ghost,,1,2023
United States,US,2023-02-26,Films,2,The Woman King,,2,2023
United States,US,2023-02-26,Films,3,2 Guns,,2,2023
United States,US,2023-02-26,Films,4,The Strays,,1,2023
United States,US,2023-02-26,Films,5,Your Place or Mine,,3,2023
United States,US,2023-02-26,Films,6,Minions: The Rise of Gru,,4,2023
United States,US,2023-02-26,Films,7,47 Meters Down: Uncaged,,2,2023
United States,US,2023-02-26,Films,8,Sing 2,,26,2023
United States,US,2023-02-26,Films,9,You People,,5,2023
United States,US,2023-02-26,Films,10,"Lyle, Lyle, Crocodile",,4,2023
United States,US,2023-02-26,TV,1,Outer Banks,Outer Banks: Season 3,1,2023
United States,US,2023-02-26,TV,2,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 1,1,2023
United States,US,2023-02-26,TV,3,Perfect Match,Perfect Match: Season 1,2,2023
United States,US,2023-02-26,TV,4,Outer Banks,Outer Banks: Season 1,5,2023
United States,US,2023-02-26,TV,5,Outer Banks,Outer Banks: Season 2,6,2023
United States,US,2023-02-26,TV,6,You,You: Season 4,3,2023
United States,US,2023-02-26,TV,7,Triptych,Triptych: Season 1,1,2023
United States,US,2023-02-26,TV,8,Full Swing,Full Swing: Season 1,2,2023
United States,US,2023-02-26,TV,9,Physical: 100,Physical: 100: Season 1,4,2023
United States,US,2023-02-26,TV,10,New Amsterdam,New Amsterdam: Season 4,3,2023
United States,US,2023-02-19,Films,1,Your Place or Mine,,2,2023
United States,US,2023-02-19,Films,2,The Woman King,,1,2023
United States,US,2023-02-19,Films,3,2 Guns,,1,2023
United States,US,2023-02-19,Films,4,Minions: The Rise of Gru,,3,2023
United States,US,2023-02-19,Films,5,47 Meters Down: Uncaged,,1,2023
United States,US,2023-02-19,Films,6,"Lyle, Lyle, Crocodile",,3,2023
United States,US,2023-02-19,Films,7,You People,,4,2023
United States,US,2023-02-19,Films,8,Tyler Perry's I Can Do Bad All by Myself,,2,2023
United States,US,2023-02-19,Films,9,Sing 2,,25,2023
United States,US,2023-02-19,Films,10,Trolls,,7,2023
United States,US,2023-02-19,TV,1,You,You: Season 4,2,2023
United States,US,2023-02-19,TV,2,Perfect Match,Perfect Match: Season 1,1,2023
United States,US,2023-02-19,TV,3,Full Swing,Full Swing: Season 1,1,2023
United States,US,2023-02-19,TV,4,Physical: 100,Physical: 100: Season 1,3,2023
United States,US,2023-02-19,TV,5,New Amsterdam,New Amsterdam: Season 4,2,2023
United States,US,2023-02-19,TV,6,My Lover My Killer,My Lover My Killer: Season 2,1,2023
United States,US,2023-02-19,TV,7,Love Is Blind,Love Is Blind: Season 3,8,2023
United States,US,2023-02-19,TV,8,New Amsterdam,New Amsterdam: Season 1,7,2023
United States,US,2023-02-19,TV,9,New Amsterdam,New Amsterdam: Season 2,6,2023
United States,US,2023-02-19,TV,10,Ginny & Georgia,Ginny & Georgia: Season 2,7,2023
United States,US,2023-02-12,Films,1,Your Place or Mine,,1,2023
United States,US,2023-02-12,Films,2,Minions: The Rise of Gru,,2,2023
United States,US,2023-02-12,Films,3,"Lyle, Lyle, Crocodile",,2,2023
United States,US,2023-02-12,Films,4,You People,,3,2023
United States,US,2023-02-12,Films,5,Tyler Perry's I Can Do Bad All by Myself,,1,2023
United States,US,2023-02-12,Films,6,Enough,,1,2023
United States,US,2023-02-12,Films,7,True Spirit,,1,2023
United States,US,2023-02-12,Films,8,Bad Boys II,,2,2023
United States,US,2023-02-12,Films,9,The Lord of the Rings: The Fellowship of the Ring,,1,2023
United States,US,2023-02-12,Films,10,"Pamela, a love story",,2,2023
United States,US,2023-02-12,TV,1,You,You: Season 4,1,2023
United States,US,2023-02-12,TV,2,New Amsterdam,New Amsterdam: Season 1,6,2023
United States,US,2023-02-12,TV,3,New Amsterdam,New Amsterdam: Season 4,1,2023
United States,US,2023-02-12,TV,4,Ginny & Georgia,Ginny & Georgia: Season 2,6,2023
United States,US,2023-02-12,TV,5,New Amsterdam,New Amsterdam: Season 2,5,2023
United States,US,2023-02-12,TV,6,New Amsterdam,New Amsterdam: Season 3,2,2023
United States,US,2023-02-12,TV,7,Physical: 100,Physical: 100: Season 1,2,2023
United States,US,2023-02-12,TV,8,Love Is Blind,Love Is Blind: Season 3,7,2023
United States,US,2023-02-12,TV,9,You,You: Season 1,4,2023
United States,US,2023-02-12,TV,10,Ginny & Georgia,Ginny & Georgia: Season 1,6,2023
United States,US,2023-02-05,Films,1,You People,,2,2023
United States,US,2023-02-05,Films,2,Minions: The Rise of Gru,,1,2023
United States,US,2023-02-05,Films,3,"Pamela, a love story",,1,2023
United States,US,2023-02-05,Films,4,Viking Wolf,,1,2023
United States,US,2023-02-05,Films,5,Flushed Away,,1,2023
United States,US,2023-02-05,Films,6,"Lyle, Lyle, Crocodile",,1,2023
United States,US,2023-02-05,Films,7,Arctic,,1,2023
United States,US,2023-02-05,Films,8,Bad Boys II,,1,2023
United States,US,2023-02-05,Films,9,Sing 2,,24,2023
United States,US,2023-02-05,Films,10,Glass Onion: A Knives Out Mystery,,7,2023
United States,US,2023-02-05,TV,1,New Amsterdam,New Amsterdam: Season 1,5,2023
United States,US,2023-02-05,TV,2,Ginny & Georgia,Ginny & Georgia: Season 2,5,2023
United States,US,2023-02-05,TV,3,Lockwood & Co.,Lockwood & Co.: Season 1,2,2023
United States,US,2023-02-05,TV,4,Ginny & Georgia,Ginny & Georgia: Season 1,5,2023
United States,US,2023-02-05,TV,5,The Snow Girl,The Snow Girl: Season 1,1,2023
United States,US,2023-02-05,TV,6,New Amsterdam,New Amsterdam: Season 2,4,2023
United States,US,2023-02-05,TV,7,New Amsterdam,New Amsterdam: Season 3,1,2023
United States,US,2023-02-05,TV,8,Wednesday,Wednesday: Season 1,11,2023
United States,US,2023-02-05,TV,9,Physical: 100,Physical: 100: Season 1,1,2023
United States,US,2023-02-05,TV,10,That '90s Show,That '90s Show: Part 1,3,2023
United States,US,2023-01-29,Films,1,You People,,1,2023
United States,US,2023-01-29,Films,2,Narvik,,1,2023
United States,US,2023-01-29,Films,3,Sing 2,,23,2023
United States,US,2023-01-29,Films,4,Glass Onion: A Knives Out Mystery,,6,2023
United States,US,2023-01-29,Films,5,JUNG_E,,2,2023
United States,US,2023-01-29,Films,6,Trolls,,6,2023
United States,US,2023-01-29,Films,7,All Quiet on the Western Front,,3,2023
United States,US,2023-01-29,Films,8,The Pez Outlaw,,1,2023
United States,US,2023-01-29,Films,9,The Bad Guys,,6,2023
United States,US,2023-01-29,Films,10,Dog Gone,,3,2023
United States,US,2023-01-29,TV,1,Ginny & Georgia,Ginny & Georgia: Season 2,4,2023
United States,US,2023-01-29,TV,2,That '90s Show,That '90s Show: Part 1,2,2023
United States,US,2023-01-29,TV,3,Ginny & Georgia,Ginny & Georgia: Season 1,4,2023
United States,US,2023-01-29,TV,4,New Amsterdam,New Amsterdam: Season 1,4,2023
United States,US,2023-01-29,TV,5,Wednesday,Wednesday: Season 1,10,2023
United States,US,2023-01-29,TV,6,New Amsterdam,New Amsterdam: Season 2,3,2023
United States,US,2023-01-29,TV,7,Women at War,Women at War: Limited Series,1,2023
United States,US,2023-01-29,TV,8,Lockwood & Co.,Lockwood & Co.: Season 1,1,2023
United States,US,2023-01-29,TV,9,Vikings: Valhalla,Vikings: Valhalla: Season 2,3,2023
United States,US,2023-01-29,TV,10,The Walking Dead,The Walking Dead: Season 11,4,2023
United States,US,2023-01-22,Films,1,Dog Gone,,2,2023
United States,US,2023-01-22,Films,2,The Hatchet Wielding Hitchhiker,,2,2023
United States,US,2023-01-22,Films,3,Glass Onion: A Knives Out Mystery,,5,2023
United States,US,2023-01-22,Films,4,JUNG_E,,1,2023
United States,US,2023-01-22,Films,5,The Pale Blue Eye,,3,2023
United States,US,2023-01-22,Films,6,Trolls,,5,2023
United States,US,2023-01-22,Films,7,Sing 2,,22,2023
United States,US,2023-01-22,Films,8,The Wedding Year,,1,2023
United States,US,2023-01-22,Films,9,Transformers: Dark of the Moon,,4,2023
United States,US,2023-01-22,Films,10,Transformers: Revenge of the Fallen,,3,2023
United States,US,2023-01-22,TV,1,Ginny & Georgia,Ginny & Georgia: Season 2,3,2023
United States,US,2023-01-22,TV,2,That '90s Show,That '90s Show: Part 1,1,2023
United States,US,2023-01-22,TV,3,Ginny & Georgia,Ginny & Georgia: Season 1,3,2023
United States,US,2023-01-22,TV,4,Vikings: Valhalla,Vikings: Valhalla: Season 2,2,2023
United States,US,2023-01-22,TV,5,New Amsterdam,New Amsterdam: Season 1,3,2023
United States,US,2023-01-22,TV,6,Wednesday,Wednesday: Season 1,9,2023
United States,US,2023-01-22,TV,7,The Walking Dead,The Walking Dead: Season 11,3,2023
United States,US,2023-01-22,TV,8,New Amsterdam,New Amsterdam: Season 2,2,2023
United States,US,2023-01-22,TV,9,Vikings: Valhalla,Vikings: Valhalla: Season 1,4,2023
United States,US,2023-01-22,TV,10,Love Island USA,Love Island USA: Season 2,2,2023
United States,US,2023-01-15,Films,1,The Hatchet Wielding Hitchhiker,,1,2023
United States,US,2023-01-15,Films,2,The Pale Blue Eye,,2,2023
United States,US,2023-01-15,Films,3,Glass Onion: A Knives Out Mystery,,4,2023
United States,US,2023-01-15,Films,4,Dog Gone,,1,2023
United States,US,2023-01-15,Films,5,Transformers: Dark of the Moon,,3,2023
United States,US,2023-01-15,Films,6,Life,,3,2023
United States,US,2023-01-15,Films,7,Trolls,,4,2023
United States,US,2023-01-15,Films,8,Daddy Day Care,,1,2023
United States,US,2023-01-15,Films,9,Transformers: Revenge of the Fallen,,2,2023
United States,US,2023-01-15,Films,10,Leap Year,,1,2023
United States,US,2023-01-15,TV,1,Ginny & Georgia,Ginny & Georgia: Season 2,2,2023
United States,US,2023-01-15,TV,2,Ginny & Georgia,Ginny & Georgia: Season 1,2,2023
United States,US,2023-01-15,TV,3,New Amsterdam,New Amsterdam: Season 1,2,2023
United States,US,2023-01-15,TV,4,The Walking Dead,The Walking Dead: Season 11,2,2023
United States,US,2023-01-15,TV,5,Vikings: Valhalla,Vikings: Valhalla: Season 2,1,2023
United States,US,2023-01-15,TV,6,Wednesday,Wednesday: Season 1,8,2023
United States,US,2023-01-15,TV,7,Kaleidoscope,Kaleidoscope: Limited Series,2,2023
United States,US,2023-01-15,TV,8,Love Island USA,Love Island USA: Season 2,1,2023
